FundingOrgName,Department,Title,StartDate,EndDate,Status,GTRProjectUrl,FundingAmount
EPSRC,School of Physics and Astronomy,MAGNETISM AND QUANTUM SPIN SYSTEMS - STUDIES USING MUONS AND MAGNETIC SUSCEPTIBILITY,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1797796,0.0
NERC,Sch of Biological and Chemical Sciences,A high-throughput platform for assembling genome data: the Saphyr,01/10/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/T008709/1,271357.0
EPSRC,Sch of Mathematical & Physical Sciences,Complexity in Photonics,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1816379,0.0
EPSRC,Physics and Astronomy,Topological Materials: Half Heusler Alloys,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1807027,0.0
EPSRC,Physics,Spintronic Devices for Integrated Logic Circuits,01/04/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/M02458X/1,856918.0
EPSRC,Physics,Non-linear quantum optics based on Rydberg atoms.,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1771120,0.0
EPSRC,Vice Provost (Research & Innovation),University of Surrey Innov Placements,01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/S515644/1,83789.0
MRC,Infectious and Tropical Diseases,Mosquito biting behavior and malaria transmission: interactions between host preferences and local environmental conditions,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1784553,0.0
EPSRC,Ctr for Anatomy & Human Identification,Chemical Characterisation of New Psychoactive Substances and Evaluating their implications on Human Health and Wellbeing,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1846947,0.0
NERC,"School of Water, Energy and Environment",Measuring and modelling plant-driven soil carbon dynamics,03/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1818447,0.0
STFC,Physics,Searches for New Physics using the ATLAS detector,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1814037,0.0
EPSRC,Sch of Mathematics and Physics,Biological effects of laser-accelerated Carbon ion bursts,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1786405,0.0
EPSRC,Department of Chemical Engineering,"Microfluidic Emulsion Templating, Directional Solidification and Controlled Release",01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=2292548,0.0
EPSRC,Sch of Chemistry,Identification and Optimisation of Inhibitors of the Aurora A/N-Myc Protein-Protein Interaction in Neuroblastoma,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1799063,0.0
MRC,Duke-NUS Graduate Medical School,"Primary Care Strategies to Reduce High Blood Pressure: A Cluster Randomized Trial in Rural Bangladesh, Pakistan and Sri Lanka",01/09/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/N006178/1,2233623.0
MRC,Genetics,Transcription Regulation and function analyses of enhancers,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1826632,0.0
EPSRC,Civil Engineering,Seismic performance of degraded AGR cores,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1794075,0.0
MRC,School of Biological Sciences,Contribution of Neuro-inflammation to Cerebral Ischaemia,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1793347,0.0
EPSRC,Chemistry,Exploring Energy and Charge Transport Mechanisms in Natural Light Harvesting and DNA,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1794656,0.0
STFC,School of Physics and Astronomy,working with the atlas experiment,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1802774,0.0
EPSRC,Mathematics and Statistics,Lancaster University Innov Placements,01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/S515115/1,57227.0
MRC,Haematology,Quantitative approaches to understanding single cell biology in normal and malignanct haematopoietic stem cells,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1804626,0.0
EPSRC,Electronic and Electrical Engineering,Sir Henry Royce Institute - Leeds Equipment,01/04/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P022464/1,10000000.0
EPSRC,Chemistry,Stimuli Responsive Catalysis,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1789861,0.0
EPSRC,Chemistry,New generation of biosensors using nanopore extended Field Effect Transistors (NexFET),01/04/2017,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P012809/1,45018.0
ESRC,Social Genetic and Dev Psychiatry Centre,Gender Differences in Autism Spectrum Disorders in a Population-Based Twin Sample: testing three hypotheses for male preponderance.,01/01/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/M011488/1,540514.0
EPSRC,Finance,University of Sheffield Innov Placements,01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/S515565/1,198777.0
EPSRC,School of Physics and Astronomy,A cold atom gravity gradiometer for field applications,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1820560,0.0
STFC,Institute of Astronomy,IRIS hardware allocation grant for FY2019 for Cambridge University,01/10/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/T005491/1,600000.0
EPSRC,Physics and Astronomy,Multiphase lubrication fluid flows,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1830567,0.0
STFC,Sch of Mathematical & Physical Sciences,Developing a new and novel spectral energy distribution fitting code,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1803087,0.0
EPSRC,Oxford Chemistry,Tandem catalysis using group 5 and 6 imido complexes and group 4 permethylindenyl catalysts,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1811574,0.0
ESRC,IFS Research Team,"Household leverage, re-leveraging and spending behaviour",01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/S001867/1,166714.0
EPSRC,Enrolment and Management Services,University of Kent Innov Placements,01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/S515437/1,15391.0
EPSRC,School of Physics and Astronomy,Development of an underwater MEMS sensors for imaging density anomalies,03/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=2093409,0.0
EPSRC,Physics,"GaN electronic devices: Their thermal, electrical and reliability challenges",01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1793331,0.0
EPSRC,Materials,Redox mediators for lithium-air batteries,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1801739,0.0
EPSRC,School of Engineering,Texture development and inclusion engineering in high silicion non-oriented electrical steels,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1816222,0.0
ESRC,Linguistics and English Language,The psychological validity of non-adjacent collocations: Evidence from event-related brain potentials,01/04/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/S011501/1,87891.0
ESRC,Sch of Geography,Data Analytics and Society CDT NPIF Placements 2018,01/04/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/S501773/1,8357.0
STFC,School of Mathematics,Theoretical aspects of modern general relativity,29/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1807877,0.0
EPSRC,Chemistry,Design and synthesis of new porous organic materials: Porous liquids,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1796579,0.0
MRC,"Alcohol, Tobacco and Other Drug Research",Strengthening South Africa's health system through integrating treatment for mental illness into chronic disease care (Project MIND),01/04/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/M014290/1,898776.0
EPSRC,Mathematical Sciences,Stability and convergence properties of forced Lur'e system,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1789410,0.0
EPSRC,Chemistry,Sulfur-mediated metal-free CH-CH cross-couplings,16/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1712689,0.0
STFC,Institute of Astronomy,IRIS-DA19-CAM-01: IRIS Digital Asset 1 for FY2019 for Cambridge University,01/10/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/T007087/1,150000.0
EPSRC,Sch of Biological Sciences,The Parameter Optimisation Problem: Addressing a Key Challenge in Computational Systems Biology,01/06/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/N018125/1,83514.0
ESRC,Ctr for Business in Society,Building Japanese research capacity around disability studies and sport to positively impact the lives of people with disabilities - 2020 and beyond,01/01/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/S013792/1,44467.0
EPSRC,Mechanical Engineering,Rotor Stator Processing,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1808497,0.0
EPSRC,Dept of Bioengineering,Conductive polymer composite sensors,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1846144,0.0
MRC,Inst of Pharmacy and Biomedical Sci,Role of miR96 in Pulmonary Arterial Hypertension,25/02/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/N011112/2,139121.0
EPSRC,Oxford Chemistry,Applications of Hypervalent Iodine Reagents in Organic Synthesis,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1809808,0.0
EPSRC,Chemistry,Conformationally Constrained Macrocycles and their Applications,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1800602,0.0
EPSRC,Computer Science,Perception and Saliency in Augmented Reality,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1789379,0.0
EPSRC,School of Engineering,Diamond electronic devices for operation in space: A combined experimental and quantum simulation study,03/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1804874,0.0
MRC,Neurosciences,Identifying the transcriptomic basis underlying individualised drug response: moving towards personalised medicine in motor neurone disease (MND) usin,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1812144,0.0
EPSRC,School of Computing Science,Manycore Research Innovation and Opportunities Network (MaRIONet),01/11/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P006434/1,91619.0
EPSRC,Sch of Computing,"Compositional, dependency-aware C++ concurrency",01/04/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/R020566/1,98786.0
STFC,Dept of Physics,GridPP5 Imperial tranche 2 h/w Grant,01/01/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/S002812/1,282500.0
NC3Rs,Sch of Molecular & Cellular Biology,Unravelling the mechanism of transcellular chaperone signalling in C. elegans,01/12/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=NC/P001203/1,354456.0
STFC,Physics and Astronomy,"Analysis &amp; simulations for the Sheffield neutrino physics programme &amp; related research centred the Fermilab/CERN projects SBND, DUNE, ProtoDUNE",01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1793833,0.0
STFC,Sch of Physics and Astronomy,Travel support for Edinburgh PATT observers 2018-2020,01/04/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/R00546X/1,25304.0
NERC,Oceanography,Uncertainty reduction in Models For Understanding deveLopment Applications (UMFULA),01/07/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/M020223/1,294491.0
EPSRC,School of Physics and Astronomy,RESONANT STATE EXPANSION FOR RELATIVISTIC AND NON-RELATIVISTIC WAVE EQUATIONS,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1796606,0.0
STFC,Biomedical Engineering,"Developing low noise coatings for GW detectors, using next generation techniques such as ECR ion-beam deposition, and plasma-assisted deposition.",01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1785610,0.0
EPSRC,Sch of Mathematical & Physical Sciences,Atomic-Photonic Hybrid Devices for Next-Generation Quantum Sensors,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1805873,0.0
ESRC,"Sch of Economic, Social & Political Sci",Understanding survey response behaviour in a digital age: Mixed-device online surveys and mobile device use,01/02/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/P010172/1,160695.0
EPSRC,Faculty of Engineering & the Environment,Mechanisms of life enhancement by laser shock peening surface treatment,27/03/2017,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1941805,0.0
EPSRC,Physics,Electrons in superconductors and other quantum states of matter,03/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1765004,0.0
EPSRC,Sch of Physics & Astronomy,Dynamics and entanglement in open quantum systems with long-range interactions,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1794541,0.0
EPSRC,Mathematics and Statistics,Computational techniques for automatics semigroups,27/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1795577,0.0
EPSRC,Research Office,Capital Award support for Early Career Researchers at Imperial College London,01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/S017852/1,600000.0
ESRC,"History, Religions and Philosophy",Resilience in West African Frontier communities,01/12/2017,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/R002800/1,251395.0
EPSRC,Materials,Optimisation of 2D Transition Metal Dichalcogenide Materials for Printed Electronics,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1811873,0.0
EPSRC,Dept of Mechanical Engineering,Understanding and prevention of false brinelling failure mode in rolling element bearing applications,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1883385,0.0
AHRC,Faculty of Arts and Social Sci (FASS),Picturing Climate: Participatory Photography and Narrative Storytelling for Climate Change Education,01/01/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=AH/S004114/1,51541.0
EPSRC,School of Chemistry,Investigating heterogeneously catalysed selective hydrogenation reactions of relevance to agri-chemical production chains,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1801238,0.0
EPSRC,School of Computing Science,Exploring applications of spatialized sonification and visualisation within astrophysical data analysis,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1801378,0.0
EPSRC,Materials,Atom Probe Characterisation of Individual Dislocations in Multi-Crystalline Silicon,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1801718,0.0
EPSRC,Computer Laboratory,Machine Learning for Automated Theorem Proving,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1788755,0.0
NERC,Science Programmes,Propagation of ocean-driven ice-shelf thinning and consequences for the interior of Antarctica and global sea level.,01/04/2014,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/L005212/1,350172.0
STFC,Physics,A search for hidden sector dark matter in the DEAP-3600 Experiment,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1812700,0.0
EPSRC,Earth Sciences,Durham University Innov Placements,01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/S515036/1,57765.0
STFC,Physics,"Amplitude Analysis of B-&gt;DDKpi, and the decay B-&gt;K*mumu",19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1795664,0.0
EPSRC,Sch of Mathematical & Physical Sciences,Non-equilibrium quantum simulators for quantum technologies,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1815380,0.0
EPSRC,Engineering Computer Science and Maths,Auxetic Power Amplification Mechanism for Low Frequency Vibration Energy Harvesting,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1783750,0.0
EPSRC,Department of Chemical Engineering,CBET-EPSRC Molecular Engineering of Inhibitors to Self-Assembly: Fundamental structure informing in silico design,01/04/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/R013152/1,247016.0
STFC,Physics and Astronomy,GridPP5 Sheffield staff grant,01/04/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/N001362/1,150220.0
EPSRC,Sch of Chemistry,"Two dimensional supramolecular networks on insulators: structural organisation, fluorescence and host-guest interactions",01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/N033906/1,783421.0
